id,city,state,station,latitude,longitude,aqi,pm25,pm10,no2,o3,co,so2,last_update,fetched_at,HEALTH_RISK_TIER
2439,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,124.0,124.0,87.0,10.0,1.7,7.5,6.5,2026-06-29 08:00:00,2026-06-29 02:38:07,Moderate
2440,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,61.0,61.0,56.0,8.7,7.0,5.5,6.4,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2441,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,61.0,61.0,56.0,8.7,7.0,5.5,6.4,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2442,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,61.0,61.0,56.0,8.7,7.0,5.5,6.4,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2443,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,61.0,61.0,56.0,8.7,7.0,5.5,6.4,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2444,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,61.0,61.0,56.0,8.7,7.0,5.5,6.4,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2445,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2446,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2447,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2448,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2449,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2450,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,139.0,139.0,110.0,4.4,2.4,4.6,1.8,2026-06-29 08:00:00,2026-06-29 02:38:07,Moderate
2451,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2452,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,1.0,1.0,,,,,,2026-06-29 08:00:00,2026-06-29 02:38:07,Good
2453,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,57.0,13.0,6.0,3.2,57.1,1.9,2.1,2026-06-29 10:00:00,2026-06-29 02:38:07,Satisfactory
2454,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,124.0,124.0,87.0,10.0,1.7,7.5,6.5,2026-06-29 08:00:00,2026-06-29 02:38:07,Moderate
2455,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2456,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,108.0,53.0,108.0,2.9,16.1,4.3,16.0,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2457,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,131.0,76.0,131.0,3.7,12.5,4.1,5.2,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2458,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,115.0,99.0,115.0,6.2,13.9,2.8,4.4,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2459,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2460,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,107.0,107.0,100.0,6.3,2.8,5.5,5.5,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2461,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,99.0,89.0,99.0,8.1,11.5,4.6,6.1,2026-06-29 12:00:00,2026-06-29 07:17:37,Satisfactory
2462,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,99.0,89.0,99.0,8.1,11.5,4.6,6.1,2026-06-29 12:00:00,2026-06-29 07:17:37,Satisfactory
2463,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,99.0,89.0,99.0,8.1,11.5,4.6,6.1,2026-06-29 12:00:00,2026-06-29 07:17:37,Satisfactory
2464,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,99.0,89.0,99.0,8.1,11.5,4.6,6.1,2026-06-29 12:00:00,2026-06-29 07:17:37,Satisfactory
2465,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,99.0,89.0,99.0,8.1,11.5,4.6,6.1,2026-06-29 12:00:00,2026-06-29 07:17:37,Satisfactory
2466,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2467,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2468,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2469,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2470,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2471,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,99.0,89.0,99.0,0.3,8.8,2.8,4.3,2026-06-29 12:00:00,2026-06-29 07:17:37,Satisfactory
2472,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2473,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,13.0,13.0,,,,,,2026-06-29 13:00:00,2026-06-29 07:17:37,Good
2474,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,67.0,13.0,7.0,2.8,66.9,1.9,2.1,2026-06-29 14:00:00,2026-06-29 07:17:37,Satisfactory
2475,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,107.0,107.0,100.0,6.3,2.8,5.5,5.5,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2476,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,115.0,82.0,115.0,4.2,17.4,2.8,2.7,2026-06-29 12:00:00,2026-06-29 07:17:37,Moderate
2477,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,129.0,61.0,129.0,2.0,11.9,2.8,16.0,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2478,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,154.0,95.0,154.0,4.7,13.3,3.9,5.1,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2479,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,128.0,97.0,128.0,5.2,15.9,4.1,3.4,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2480,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2481,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,152.0,152.0,126.0,5.4,3.6,7.1,5.9,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2482,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,118.0,89.0,118.0,7.4,11.9,4.6,6.3,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2483,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,118.0,89.0,118.0,7.4,11.9,4.6,6.3,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2484,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,118.0,89.0,118.0,7.4,11.9,4.6,6.3,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2485,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,118.0,89.0,118.0,7.4,11.9,4.6,6.3,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2486,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,118.0,89.0,118.0,7.4,11.9,4.6,6.3,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2487,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2488,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2489,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2490,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2491,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2492,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,117.0,107.0,117.0,1.8,10.8,3.2,3.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2493,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2494,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,6.0,6.0,,,,,,2026-06-29 18:00:00,2026-06-29 12:19:26,Good
2495,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,57.0,13.0,14.0,4.6,57.1,1.9,2.1,2026-06-29 19:00:00,2026-06-29 12:19:26,Satisfactory
2496,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,152.0,152.0,126.0,5.4,3.6,7.1,5.9,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2497,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,141.0,83.0,141.0,4.1,20.3,2.5,1.5,2026-06-29 17:00:00,2026-06-29 12:19:26,Moderate
2498,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,157.0,76.0,157.0,21.8,2.6,7.3,16.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Moderate
2499,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,157.0,95.0,157.0,23.5,4.8,15.6,3.8,2026-06-29 21:00:00,2026-06-29 16:30:21,Moderate
2500,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,92.0,89.0,92.0,20.9,2.6,10.0,4.1,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2501,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2502,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,158.0,158.0,131.0,11.0,0.1,8.6,5.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Moderate
2503,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,82.0,82.0,73.0,9.0,7.1,5.2,11.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2504,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,82.0,82.0,73.0,9.0,7.1,5.2,11.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2505,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,82.0,82.0,73.0,9.0,7.1,5.2,11.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2506,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,82.0,82.0,73.0,9.0,7.1,5.2,11.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2507,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,82.0,82.0,73.0,9.0,7.1,5.2,11.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2508,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2509,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2510,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2511,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2512,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2513,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,122.0,121.0,122.0,5.3,3.2,4.3,3.6,2026-06-29 21:00:00,2026-06-29 16:30:21,Moderate
2514,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2515,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,2.0,2.0,,,,,,2026-06-29 23:00:00,2026-06-29 16:30:21,Good
2516,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,55.0,30.0,11.0,3.7,54.5,1.9,2.1,2026-06-30 00:00:00,2026-06-29 16:30:21,Satisfactory
2517,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,158.0,158.0,131.0,11.0,0.1,8.6,5.0,2026-06-29 21:00:00,2026-06-29 16:30:21,Moderate
2518,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,95.0,94.0,95.0,12.8,9.2,4.6,1.2,2026-06-29 21:00:00,2026-06-29 16:30:21,Satisfactory
2519,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,105.0,81.0,105.0,16.5,3.4,7.7,16.0,2026-06-30 00:00:00,2026-06-29 18:55:21,Moderate
2520,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,168.0,127.0,168.0,20.7,4.0,8.0,4.3,2026-06-30 00:00:00,2026-06-29 18:55:21,Moderate
2521,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,93.0,85.0,93.0,10.8,4.9,6.6,4.2,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2522,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2523,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,159.0,159.0,152.0,17.5,3.5,10.0,5.3,2026-06-30 00:00:00,2026-06-29 18:55:21,Moderate
2524,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,82.0,82.0,76.0,15.2,2.6,5.7,7.1,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2525,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,82.0,82.0,76.0,15.2,2.6,5.7,7.1,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2526,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,82.0,82.0,76.0,15.2,2.6,5.7,7.1,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2527,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,82.0,82.0,76.0,15.2,2.6,5.7,7.1,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2528,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,82.0,82.0,76.0,15.2,2.6,5.7,7.1,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2529,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2530,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2531,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2532,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2533,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2534,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,189.0,158.0,189.0,13.1,0.4,8.2,3.3,2026-06-30 00:00:00,2026-06-29 18:55:21,Moderate
2535,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2537,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,53.0,13.0,9.0,1.9,53.2,1.9,2.1,2026-06-30 02:00:00,2026-06-29 18:55:21,Satisfactory
2538,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,159.0,159.0,152.0,17.5,3.5,10.0,5.3,2026-06-30 00:00:00,2026-06-29 18:55:21,Moderate
2539,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,87.0,87.0,84.0,6.1,9.0,3.9,2.7,2026-06-30 00:00:00,2026-06-29 18:55:21,Satisfactory
2540,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,101.0,82.0,101.0,12.5,3.8,3.0,16.0,2026-06-30 02:00:00,2026-06-29 20:45:29,Moderate
2541,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,109.0,89.0,109.0,10.7,4.9,3.7,7.9,2026-06-30 02:00:00,2026-06-29 20:45:29,Moderate
2542,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,99.0,99.0,84.0,11.1,4.4,5.5,5.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2543,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2544,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,176.0,173.0,176.0,8.8,3.5,7.5,4.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Moderate
2545,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,91.0,91.0,71.0,13.7,2.0,7.1,6.7,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2546,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,91.0,91.0,71.0,13.7,2.0,7.1,6.7,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2547,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,91.0,91.0,71.0,13.7,2.0,7.1,6.7,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2548,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,91.0,91.0,71.0,13.7,2.0,7.1,6.7,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2549,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,91.0,91.0,71.0,13.7,2.0,7.1,6.7,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2550,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2551,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2552,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2553,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2554,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2555,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,158.0,144.0,158.0,12.7,0.6,6.7,2.2,2026-06-30 02:00:00,2026-06-29 20:45:29,Moderate
2556,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
2557,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,21.0,21.0,,,,,,2026-06-30 03:00:00,2026-06-29 20:45:29,Good
2558,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,52.0,25.0,7.0,2.3,51.9,1.9,2.1,2026-06-30 04:00:00,2026-06-29 20:45:29,Satisfactory
2559,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,176.0,173.0,176.0,8.8,3.5,7.5,4.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Moderate
2560,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,91.0,91.0,89.0,5.3,8.4,3.7,3.1,2026-06-30 02:00:00,2026-06-29 20:45:29,Satisfactory
